"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","cover","state","subject","control","type"
"897","248","442.768518518519","423.5","17687.7122706819","4407","47819","5.60557768924303","4.45315161839864","4.93450343937209","4.85681996855345","0.0776915724071153","14.4697078226251","532.926371452186","7.08888888888889","5.53697749196141","6.1692409332861","6.12084500466853","0.10162314892821","15.4418111151235","666.278020794899","cover","dynamic","02","bot","pat"
"897","248","442.768518518519","423.5","17687.7122706819","4407","47819","5.60557768924303","4.45315161839864","4.93450343937209","4.85681996855345","0.0776915724071153","14.4697078226251","532.926371452186","7.08888888888889","5.53697749196141","6.1692409332861","6.12084500466853","0.10162314892821","15.4418111151235","666.278020794899","cover","dynamic","02","bot","pat"
"897","248","442.768518518519","423.5","17687.7122706819","4407","47819","5.60557768924303","4.45315161839864","4.93450343937209","4.85681996855345","0.0776915724071153","14.4697078226251","532.926371452186","7.08888888888889","5.53697749196141","6.1692409332861","6.12084500466853","0.10162314892821","15.4418111151235","666.278020794899","cover","dynamic","02","bot","pat"
"897","248","442.768518518519","423.5","17687.7122706819","4407","47819","5.60557768924303","4.45315161839864","4.93450343937209","4.85681996855345","0.0776915724071153","14.4697078226251","532.926371452186","7.08888888888889","5.53697749196141","6.1692409332861","6.12084500466853","0.10162314892821","15.4418111151235","666.278020794899","cover","dynamic","02","bot","pat"
"897","248","442.768518518519","423.5","17687.7122706819","4407","47819","5.60557768924303","4.45315161839864","4.93450343937209","4.85681996855345","0.0776915724071153","14.4697078226251","532.926371452186","7.08888888888889","5.53697749196141","6.1692409332861","6.12084500466853","0.10162314892821","15.4418111151235","666.278020794899","cover","dynamic","02","bot","pat"
"1340","287","705.87962962963","688","85128.6489269643","5748","76235","5.33509234828496","4.37719298245614","4.92139024671815","4.97711441786652","0.0540089535373015","10.3273464174872","531.51014664556","7.48166259168704","5.40218712029162","6.48272498785243","6.49695493415186","0.253960746416582","15.7034338235791","700.134298688062","cover","dynamic","02","bot","rub"
"910","281","504.453703703704","447","29449.4090515749","4295","54481","5.55784061696658","4.74281984334204","5.10094966720338","5.09014069146036","0.0279016240972564","11.9743946257759","550.902564057965","7.58548009367682","6.05923836389281","6.86729082357921","6.87511450381679","0.108196193021423","16.5337910817536","741.667408946554","cover","dynamic","02","bot","rub"
"830","252","501.342592592593","431.5","29136.7506922811","3835","54145","5.60740740740741","4.65979381443299","5.09276142901126","5.07364652181572","0.0402716607277531","11.3938945287702","550.018234333216","7.42384105960265","6.05339105339105","6.72508512545429","6.80442912315057","0.124224341575116","15.76844234234","726.309193549063","cover","dynamic","02","bot","rub"
"898","326","530.296296296296","540","14605.3319487712","3570","57272","5.50887573964497","4.62075134168157","5.07536453002981","5.04504908917142","0.0396221221577358","11.4211768188167","548.13936924322","7.45238095238095","6.0253164556962","6.69672847425983","6.72290947864833","0.10486698969699","15.3014065732436","723.246675220062","cover","dynamic","02","bot","rub"
"898","326","530.296296296296","540","14605.3319487712","3570","57272","5.50887573964497","4.62075134168157","5.07536453002981","5.04504908917142","0.0396221221577358","11.4211768188167","548.13936924322","7.45238095238095","6.0253164556962","6.69672847425983","6.72290947864833","0.10486698969699","15.3014065732436","723.246675220062","cover","dynamic","02","bot","rub"
"898","326","530.296296296296","540","14605.3319487712","3570","57272","5.50887573964497","4.62075134168157","5.07536453002981","5.04504908917142","0.0396221221577358","11.4211768188167","548.13936924322","7.45238095238095","6.0253164556962","6.69672847425983","6.72290947864833","0.10486698969699","15.3014065732436","723.246675220062","cover","dynamic","02","bot","rub"
"898","326","530.296296296296","540","14605.3319487712","3570","57272","5.50887573964497","4.62075134168157","5.07536453002981","5.04504908917142","0.0396221221577358","11.4211768188167","548.13936924322","7.45238095238095","6.0253164556962","6.69672847425983","6.72290947864833","0.10486698969699","15.3014065732436","723.246675220062","cover","dynamic","02","bot","rub"
"898","326","530.296296296296","540","14605.3319487712","3570","57272","5.50887573964497","4.62075134168157","5.07536453002981","5.04504908917142","0.0396221221577358","11.4211768188167","548.13936924322","7.45238095238095","6.0253164556962","6.69672847425983","6.72290947864833","0.10486698969699","15.3014065732436","723.246675220062","cover","dynamic","02","bot","rub"
"961","254","509.111111111111","463.5","28416.492211838","9105","54984","5.49507389162562","3.88324175824176","4.66411294611794","4.67882374224016","0.134013995701961","17.088998722757","503.724198180737","6.51990632318501","5.17300380228137","5.88219352480391","5.87839867713513","0.0950070637163279","18.8775484164768","635.276900678823","cover","dynamic","02","bot","scratch"
"1074","231","464.925925925926","460.5","21964.9103496019","9726","50212","6.29084967320261","4.65831435079727","5.57791632629249","5.56080477972934","0.171952395462251","16.9385083940122","602.414963239589","7.11658031088083","4.54782608695652","6.0694358063569","6.11722436722436","0.209826098888837","24.7901481338811","655.499067086546","cover","dynamic","02","bot","scratch"
"1092","183","520.981481481482","509.5","38056.8968501211","9247","56266","5.80874316939891","4.36599423631124","5.03546046874243","4.96644965418709","0.120049950869825","11.7966574255515","543.829730624182","6.81018518518519","4.37909836065574","5.55112057649728","5.56179163973282","0.226879242892159","23.5315515369867","599.521022261706","cover","dynamic","02","bot","scratch"
"726","204","439.222222222222","414","16010.8660436137","8292","47436","5.45593869731801","4.02351313969571","4.6972060036342","4.66195688225539","0.108155436249718","14.8525780123145","507.298248392493","6.7625","4.94372294372294","5.92857347858059","5.93585158365713","0.142528439181625","23.1678505000757","640.285935686704","cover","dynamic","02","bot","scratch"
"726","204","439.222222222222","414","16010.8660436137","8292","47436","5.45593869731801","4.02351313969571","4.6972060036342","4.66195688225539","0.108155436249718","14.8525780123145","507.298248392493","6.7625","4.94372294372294","5.92857347858059","5.93585158365713","0.142528439181625","23.1678505000757","640.285935686704","cover","dynamic","02","bot","scratch"
"726","204","439.222222222222","414","16010.8660436137","8292","47436","5.45593869731801","4.02351313969571","4.6972060036342","4.66195688225539","0.108155436249718","14.8525780123145","507.298248392493","6.7625","4.94372294372294","5.92857347858059","5.93585158365713","0.142528439181625","23.1678505000757","640.285935686704","cover","dynamic","02","bot","scratch"
"726","204","439.222222222222","414","16010.8660436137","8292","47436","5.45593869731801","4.02351313969571","4.6972060036342","4.66195688225539","0.108155436249718","14.8525780123145","507.298248392493","6.7625","4.94372294372294","5.92857347858059","5.93585158365713","0.142528439181625","23.1678505000757","640.285935686704","cover","dynamic","02","bot","scratch"
"726","204","439.222222222222","414","16010.8660436137","8292","47436","5.45593869731801","4.02351313969571","4.6972060036342","4.66195688225539","0.108155436249718","14.8525780123145","507.298248392493","6.7625","4.94372294372294","5.92857347858059","5.93585158365713","0.142528439181625","23.1678505000757","640.285935686704","cover","dynamic","02","bot","scratch"
"986","196","567.851851851852","600.5","71802.9871928003","3479","61328","5.50239234449761","4.54994511525796","4.88990547496449","4.83156320466222","0.0475615727045275","11.0747096565467","528.109791296165","7.91328671328671","5.68348623853211","6.73053526782884","6.57341638741758","0.371719238924371","14.9746773435256","726.897808925514","cover","dynamic","02","bot","stroke"
"983","210","573.472222222222","589.5","54369.4478193146","3746","61935","5.65086206896552","4.43398268398268","4.90949527755779","4.88293818681318","0.0588029653353635","10.1649788763158","530.225489976241","7.95486600846262","5.49330357142857","6.64913153289207","6.47095711883408","0.559864058999958","14.8334679234983","718.106205552344","cover","dynamic","02","bot","stroke"
"889","213","568.574074074074","637","42915.6112841814","4079","61406","5.50197628458498","4.1640340218712","4.79244409643112","4.76422713680464","0.10183772815043","10.8319033666578","517.583962414561","8.02802359882006","5.5322966507177","6.86329631770081","6.70957066189625","0.460741721579883","13.8207060468413","741.236002311688","cover","dynamic","02","bot","stroke"
"1050","223","603.638888888889","550.5","68847.9711838006","3471","65193","5.58181818181818","4.21224489795918","4.88571053486805","4.79964746770116","0.0884447998749318","9.10196820530359","527.65673776575","7.67391304347826","5.76109215017065","6.75822951503947","6.69393122817671","0.21850767411657","13.0529955304825","729.888787624263","cover","dynamic","02","bot","stroke"
"1050","223","603.638888888889","550.5","68847.9711838006","3471","65193","5.58181818181818","4.21224489795918","4.88571053486805","4.79964746770116","0.0884447998749318","9.10196820530359","527.65673776575","7.67391304347826","5.76109215017065","6.75822951503947","6.69393122817671","0.21850767411657","13.0529955304825","729.888787624263","cover","dynamic","02","bot","stroke"
"1050","223","603.638888888889","550.5","68847.9711838006","3471","65193","5.58181818181818","4.21224489795918","4.88571053486805","4.79964746770116","0.0884447998749318","9.10196820530359","527.65673776575","7.67391304347826","5.76109215017065","6.75822951503947","6.69393122817671","0.21850767411657","13.0529955304825","729.888787624263","cover","dynamic","02","bot","stroke"
"1050","223","603.638888888889","550.5","68847.9711838006","3471","65193","5.58181818181818","4.21224489795918","4.88571053486805","4.79964746770116","0.0884447998749318","9.10196820530359","527.65673776575","7.67391304347826","5.76109215017065","6.75822951503947","6.69393122817671","0.21850767411657","13.0529955304825","729.888787624263","cover","dynamic","02","bot","stroke"
"1050","223","603.638888888889","550.5","68847.9711838006","3471","65193","5.58181818181818","4.21224489795918","4.88571053486805","4.79964746770116","0.0884447998749318","9.10196820530359","527.65673776575","7.67391304347826","5.76109215017065","6.75822951503947","6.69393122817671","0.21850767411657","13.0529955304825","729.888787624263","cover","dynamic","02","bot","stroke"
"633","197","377.509259259259","359.5","11003.4672031845","6806","40771","5.85074626865672","3.54107142857143","4.69417692014968","4.67354870051008","0.288823501073792","22.517530930188","506.971107376165","6.9377358490566","4.62944162436548","6.14407252892367","6.14041351123933","0.165780067953673","27.0372528895353","663.559833123756","cover","dynamic","02","bot","tickle"
"736","191","376.888888888889","344","16466.8286604361","6217","40704","6.30446194225722","5.01666666666667","5.72988400824799","5.72444081551861","0.0678549581712384","16.1467398043486","618.827472890783","7.42798913043478","5.31944444444444","6.45053920124821","6.48302102577637","0.23749825891087","29.1808231561928","696.658233734807","cover","dynamic","02","bot","tickle"
"948","203","490.268518518519","469","19251.8618033922","7342","52949","5.73809523809524","3.97777777777778","4.98891152214579","5.10143653928044","0.207189553326909","13.959902306747","538.802444391745","7.20879120879121","5.03940886699507","5.88976140289796","5.80042390683491","0.162295512077007","17.8786655233293","636.09423151298","cover","dynamic","02","bot","tickle"
"744","174","385.675925925926","368","14968.7257701627","5525","41653","5.96774193548387","4.163132137031","4.89292597430719","4.94411003236246","0.106227442665962","17.2511121583552","528.436005225177","7.21928166351607","4.88315217391304","5.70603530351664","5.64852611001433","0.229139543929708","20.6601278202618","616.251812779797","cover","dynamic","02","bot","tickle"
"744","174","385.675925925926","368","14968.7257701627","5525","41653","5.96774193548387","4.163132137031","4.89292597430719","4.94411003236246","0.106227442665962","17.2511121583552","528.436005225177","7.21928166351607","4.88315217391304","5.70603530351664","5.64852611001433","0.229139543929708","20.6601278202618","616.251812779797","cover","dynamic","02","bot","tickle"
"744","174","385.675925925926","368","14968.7257701627","5525","41653","5.96774193548387","4.163132137031","4.89292597430719","4.94411003236246","0.106227442665962","17.2511121583552","528.436005225177","7.21928166351607","4.88315217391304","5.70603530351664","5.64852611001433","0.229139543929708","20.6601278202618","616.251812779797","cover","dynamic","02","bot","tickle"
"744","174","385.675925925926","368","14968.7257701627","5525","41653","5.96774193548387","4.163132137031","4.89292597430719","4.94411003236246","0.106227442665962","17.2511121583552","528.436005225177","7.21928166351607","4.88315217391304","5.70603530351664","5.64852611001433","0.229139543929708","20.6601278202618","616.251812779797","cover","dynamic","02","bot","tickle"
"744","174","385.675925925926","368","14968.7257701627","5525","41653","5.96774193548387","4.163132137031","4.89292597430719","4.94411003236246","0.106227442665962","17.2511121583552","528.436005225177","7.21928166351607","4.88315217391304","5.70603530351664","5.64852611001433","0.229139543929708","20.6601278202618","616.251812779797","cover","dynamic","02","bot","tickle"
"1220","1148","1181.08333333333","1180","226.413551401869","1567","127557","4.51645569620253","4.34276206322795","4.44750222694925","4.44587367450438","0.00101185726900821","3.90605021622208","480.330240510519","6.82876712328767","6.65275459098497","6.73723326468833","6.73324774193173","0.00170436678260961","4.00400344987272","727.621192586339","cover","static","02","bot","constant"
"1253","1181","1216.42592592593","1218","240.228106611284","1687","131374","4.51915240423798","4.35561056105611","4.43148270916186","4.42798601709471","0.00136156944219005","4.17988261365334","478.600132589481","6.82775919732441","6.66181229773463","6.7441740988663","6.74290703562493","0.00130419838394659","4.03615948269418","728.37080267756","cover","static","02","bot","constant"
"1261","1171","1221.55555555556","1222.5","397.501557632399","1880","131928","4.49307253463733","4.312447786132","4.41542811061605","4.41965298470283","0.00144334057906513","3.87334246512098","476.866235946533","6.8860445912469","6.62135922330097","6.75907514663904","6.75835101447582","0.00261135386839263","3.96922387901092","729.980115837016","cover","static","02","bot","constant"
"1337","1157","1256.28703703704","1252.5","1364.74861543787","1807","135679","4.51334379905808","4.23469387755102","4.37732973730557","4.38048496097468","0.00261231579814543","4.19275631298907","472.751611629002","6.92171105730428","6.68085106382979","6.81050022224537","6.81196244679851","0.00209487029196577","4.18611500341302","735.5340240025","cover","static","02","bot","constant"
"1337","1157","1256.28703703704","1252.5","1364.74861543787","1807","135679","4.51334379905808","4.23469387755102","4.37732973730557","4.38048496097468","0.00261231579814543","4.19275631298907","472.751611629002","6.92171105730428","6.68085106382979","6.81050022224537","6.81196244679851","0.00209487029196577","4.18611500341302","735.5340240025","cover","static","02","bot","constant"
"1337","1157","1256.28703703704","1252.5","1364.74861543787","1807","135679","4.51334379905808","4.23469387755102","4.37732973730557","4.38048496097468","0.00261231579814543","4.19275631298907","472.751611629002","6.92171105730428","6.68085106382979","6.81050022224537","6.81196244679851","0.00209487029196577","4.18611500341302","735.5340240025","cover","static","02","bot","constant"
"1337","1157","1256.28703703704","1252.5","1364.74861543787","1807","135679","4.51334379905808","4.23469387755102","4.37732973730557","4.38048496097468","0.00261231579814543","4.19275631298907","472.751611629002","6.92171105730428","6.68085106382979","6.81050022224537","6.81196244679851","0.00209487029196577","4.18611500341302","735.5340240025","cover","static","02","bot","constant"
"1337","1157","1256.28703703704","1252.5","1364.74861543787","1807","135679","4.51334379905808","4.23469387755102","4.37732973730557","4.38048496097468","0.00261231579814543","4.19275631298907","472.751611629002","6.92171105730428","6.68085106382979","6.81050022224537","6.81196244679851","0.00209487029196577","4.18611500341302","735.5340240025","cover","static","02","bot","constant"
"216","156","186.583333333333","188","156.133177570093","1621","20151","5.77575757575758","4.85393258426966","5.32361666086297","5.32704592541437","0.0311298564892411","21.4068591106658","574.950599373201","6.33974358974359","5.40526315789474","5.83331487253773","5.83710073710074","0.0335883536977786","21.9438768869539","629.998006234075","cover","static","02","bot","notouch"
"219","164","186.185185185185","186","115.161647628937","1151","20108","5.72222222222222","4.91428571428571","5.32458932367018","5.33246977547496","0.0388765119305872","24.7970455351639","575.05564695638","6.51381215469613","5.45197740112994","5.8183297355602","5.80983715520106","0.0336802021837564","19.669149772851","628.379611440501","cover","static","02","bot","notouch"
"213","158","186.509259259259","187","132.214866735895","1362","20143","5.77840909090909","4.86486486486486","5.32797527426533","5.31982655502392","0.0411127521919785","22.0468529664388","575.421329620656","6.56962025316456","5.40721649484536","5.85296537802281","5.84612446958982","0.0410732091626625","20.9273460062245","632.120260826463","cover","static","02","bot","notouch"
"214","167","187.759259259259","188","114.221876081689","1198","20278","5.75263157894737","4.72514619883041","5.31936562300866","5.35332417582418","0.0345330109329531","22.2477880880529","574.491487284935","6.33507853403141","5.32022471910112","5.81512798503955","5.79187969924812","0.0431150859552727","18.8755277614671","628.033822384271","cover","static","02","bot","notouch"
"214","167","187.759259259259","188","114.221876081689","1198","20278","5.75263157894737","4.72514619883041","5.31936562300866","5.35332417582418","0.0345330109329531","22.2477880880529","574.491487284935","6.33507853403141","5.32022471910112","5.81512798503955","5.79187969924812","0.0431150859552727","18.8755277614671","628.033822384271","cover","static","02","bot","notouch"
"214","167","187.759259259259","188","114.221876081689","1198","20278","5.75263157894737","4.72514619883041","5.31936562300866","5.35332417582418","0.0345330109329531","22.2477880880529","574.491487284935","6.33507853403141","5.32022471910112","5.81512798503955","5.79187969924812","0.0431150859552727","18.8755277614671","628.033822384271","cover","static","02","bot","notouch"
"214","167","187.759259259259","188","114.221876081689","1198","20278","5.75263157894737","4.72514619883041","5.31936562300866","5.35332417582418","0.0345330109329531","22.2477880880529","574.491487284935","6.33507853403141","5.32022471910112","5.81512798503955","5.79187969924812","0.0431150859552727","18.8755277614671","628.033822384271","cover","static","02","bot","notouch"
"214","167","187.759259259259","188","114.221876081689","1198","20278","5.75263157894737","4.72514619883041","5.31936562300866","5.35332417582418","0.0345330109329531","22.2477880880529","574.491487284935","6.33507853403141","5.32022471910112","5.81512798503955","5.79187969924812","0.0431150859552727","18.8755277614671","628.033822384271","cover","static","02","bot","notouch"
"569","198","325.527777777778","270","11877.5412772586","3538","35157","5.48387096774194","4.51851851851852","4.9356225282466","4.9315088237362","0.0493255812781572","14.3334294301127","533.047233050632","7.39834024896266","5.70666666666667","6.37429089626964","6.34779727095517","0.103996623867505","20.370562895946","688.423416797121","cover","static","02","bot","pat"
"676","220","396.740740740741","368","13460.4181377639","4132","42848","5.30639730639731","4.31797919762259","4.82076655772914","4.76308190535356","0.0520879202303498","15.0753999181971","520.642788234747","7.53067993366501","5.9453781512605","6.58944298887178","6.5517719218537","0.141292022338834","19.6189616111606","711.659842798152","cover","static","02","bot","pat"
"666","236","350.805555555556","301","9308.4945482866","3766","37887","5.39928057553957","4.23423423423423","4.9414673357789","4.95070361415907","0.0567049289039052","15.4745926475629","533.678472264121","6.95887445887446","5.93795620437956","6.41449661171106","6.41339805356323","0.0577506276987097","19.8141562126049","692.765634064794","cover","static","02","bot","pat"
"631","224","306.490740740741","267.5","7015.61673589477","3216","33101","5.50557620817844","4.5954356846473","5.02628932932647","5.04420024420024","0.0458733780299243","17.2307502869146","542.839247567258","6.78099173553719","5.62151394422311","6.1161728540627","6.06864705249073","0.0690084548845074","18.268504744188","660.546668238772","cover","static","02","bot","pat"
"631","224","306.490740740741","267.5","7015.61673589477","3216","33101","5.50557620817844","4.5954356846473","5.02628932932647","5.04420024420024","0.0458733780299243","17.2307502869146","542.839247567258","6.78099173553719","5.62151394422311","6.1161728540627","6.06864705249073","0.0690084548845074","18.268504744188","660.546668238772","cover","static","02","bot","pat"
"631","224","306.490740740741","267.5","7015.61673589477","3216","33101","5.50557620817844","4.5954356846473","5.02628932932647","5.04420024420024","0.0458733780299243","17.2307502869146","542.839247567258","6.78099173553719","5.62151394422311","6.1161728540627","6.06864705249073","0.0690084548845074","18.268504744188","660.546668238772","cover","static","02","bot","pat"
"631","224","306.490740740741","267.5","7015.61673589477","3216","33101","5.50557620817844","4.5954356846473","5.02628932932647","5.04420024420024","0.0458733780299243","17.2307502869146","542.839247567258","6.78099173553719","5.62151394422311","6.1161728540627","6.06864705249073","0.0690084548845074","18.268504744188","660.546668238772","cover","static","02","bot","pat"
"631","224","306.490740740741","267.5","7015.61673589477","3216","33101","5.50557620817844","4.5954356846473","5.02628932932647","5.04420024420024","0.0458733780299243","17.2307502869146","542.839247567258","6.78099173553719","5.62151394422311","6.1161728540627","6.06864705249073","0.0690084548845074","18.268504744188","660.546668238772","cover","static","02","bot","pat"
"1223","245","589.25","479.5","72384.0210280374","4572","63639","5.32628398791541","3.58471074380165","4.55655555663853","4.5307315312896","0.119018328324008","10.8746995316109","492.108000116962","7.45214521452145","5.10440251572327","6.3532844697165","6.46951007178828","0.35044340244936","13.9827981407528","686.154722729382","cover","static","02","bot","rub"
"937","255","487.87037037037","479.5","26639.1979923849","3391","52690","5.29351535836178","4.23429951690821","4.7362154325911","4.7702093836378","0.0441760468892569","11.1263871042783","511.511266719839","7.54357459379616","5.06401384083045","6.24950894885176","6.13428801555743","0.547668382071493","17.0637354568307","674.94696647599","cover","static","02","bot","rub"
"1317","272","687.509259259259","658.5","82936.8877639322","5340","74251","5.41176470588235","4.62980769230769","4.87029793254554","4.85358391608392","0.0152795361818497","7.87610207540855","525.992176714918","7.7542735042735","5.0158273381295","6.46194646842627","6.44318222565749","0.474440367173584","13.858279767458","697.890218590037","cover","static","02","bot","rub"
"1181","257","713.564814814815","752","95346.9770681897","4958","77065","5.38931297709924","4.27676767676768","4.67174314960741","4.63042044348851","0.0501138201957831","10.5886673774119","504.548260157601","7.76519337016575","5.48888888888889","6.69205706270108","6.70549032053316","0.365696479978271","14.9695924360382","722.742162771717","cover","static","02","bot","rub"
"1181","257","713.564814814815","752","95346.9770681897","4958","77065","5.38931297709924","4.27676767676768","4.67174314960741","4.63042044348851","0.0501138201957831","10.5886673774119","504.548260157601","7.76519337016575","5.48888888888889","6.69205706270108","6.70549032053316","0.365696479978271","14.9695924360382","722.742162771717","cover","static","02","bot","rub"
"1181","257","713.564814814815","752","95346.9770681897","4958","77065","5.38931297709924","4.27676767676768","4.67174314960741","4.63042044348851","0.0501138201957831","10.5886673774119","504.548260157601","7.76519337016575","5.48888888888889","6.69205706270108","6.70549032053316","0.365696479978271","14.9695924360382","722.742162771717","cover","static","02","bot","rub"
"1181","257","713.564814814815","752","95346.9770681897","4958","77065","5.38931297709924","4.27676767676768","4.67174314960741","4.63042044348851","0.0501138201957831","10.5886673774119","504.548260157601","7.76519337016575","5.48888888888889","6.69205706270108","6.70549032053316","0.365696479978271","14.9695924360382","722.742162771717","cover","static","02","bot","rub"
