maxSY,minSY,meanSY,medianSY,varSY,totalvarSY,aucSY,XmaxSY,XminSY,XmeanSY,XmedianSY,XvarSY,XtotalvarSY,XaucSY,YmaxSY,YminSY,YmeanSY,YmedianSY,YvarSY,YtotalvarSY,YaucSY,subject,filecount,gesture
4699,4494,4578.5125,4577,1900.65807,3952,366281,3.540030375,3.465242972,3.50469019,3.502784715,0.0004018169817,1.532283671,280.3752152,3.528385244,3.471149675,3.501101834,3.503663644,0.0001934027518,1.089912176,280.0881467,P10,8,pat
4674,4465,4575.4125,4570,1563.156804,3083,366033,3.556171061,3.468271335,3.507106913,3.507242514,0.00035348546,1.390751317,280.568553,3.541163557,3.463134658,3.498427489,3.497399936,0.0002604853059,1.221613806,279.8741991,P10,8,pat
4674,4456,4573.9125,4579.5,1892.536551,3649,365913,3.554487879,3.45708061,3.508628235,3.509301173,0.0004936670476,2.180052601,280.6902588,3.535799265,3.467072376,3.500400725,3.498472199,0.0002039965857,1.274318446,280.032058,P10,8,pat
4678,4479,4594.5875,4593.5,2034.599842,3958,367567,3.532171293,3.456605387,3.49937037,3.50148266,0.0002646369925,1.348405563,279.9496296,3.549370444,3.47761194,3.510216107,3.510587258,0.0002643629889,1.335265257,280.8172885,P10,1,pinch
4707,4459,4597.7,4588,2210.187342,3926,367816,3.551181102,3.448222905,3.493455014,3.493957245,0.0005073587806,1.745235111,279.4764011,3.553112756,3.46350915,3.513473702,3.513798696,0.0003196350169,1.539470148,281.0778962,P10,1,pinch
4711,4531,4602.2,4594.5,1628.896203,2970,368176,3.533492304,3.444614043,3.497552601,3.500380825,0.0003588029191,1.593080508,279.804208,3.555413742,3.468224503,3.507698786,3.507740614,0.0002397179794,1.107449388,280.6159029,P10,1,pinch
4777,4496,4599.6,4595,3234.470886,5031,367968,3.537481097,3.457818715,3.501396331,3.501315164,0.000389659333,1.650188924,280.1117065,3.558582503,3.472770154,3.505182519,3.505723491,0.0002582070925,1.426331056,280.4146015,P10,1,pinch
4704,4476,4601.5625,4601.5,2173.996044,3551,368125,3.526213172,3.421337373,3.476217533,3.476098273,0.0006016200793,1.58183274,278.0974027,3.577991453,3.472053726,3.512796351,3.513067927,0.0003511422376,1.256899073,281.0237081,P10,2,pinch
4772,4507,4611.8625,4620,2906.626424,3795,368949,3.525852585,3.419987077,3.479398753,3.48213442,0.0006125277849,1.549835362,278.3519003,3.558994197,3.470359991,3.509506088,3.508566786,0.0003547011063,1.565978391,280.760487,P10,2,pinch
4743,4483,4615.75,4617,3053.962025,4672,369260,3.538361789,3.419935691,3.48259686,3.484554981,0.0006888883174,1.764741547,278.6077488,3.545106383,3.471410146,3.512454264,3.512514918,0.0002853034698,1.272759327,280.9963411,P10,2,pinch
4800,4473,4638.425,4645,3219.715823,3610,371074,3.536731634,3.421926185,3.484466597,3.485337721,0.0005149225317,1.525383506,278.7573277,3.557577055,3.468709257,3.511673279,3.511730274,0.0003145076143,1.371574827,280.9338624,P10,2,pinch
4710,4496,4594.2,4581.5,2297.250633,4136,367536,3.538041102,3.404709507,3.469593845,3.473609904,0.0008922862677,1.536278746,277.5675076,3.586819857,3.469589512,3.522254624,3.520343694,0.0006457027941,1.49197139,281.7803699,P10,3,pinch
4800,4498,4598.675,4597,2867.310759,3589,367894,3.534198373,3.348270611,3.455557942,3.458661535,0.001548283971,1.616093644,276.4446353,3.564755369,3.464469178,3.512561938,3.510226272,0.0004390003498,1.301808607,281.0049551,P10,3,pinch
4769,4420,4597.3125,4596,3029.179589,3809,367785,3.55133246,3.431232402,3.484897257,3.486651416,0.0005559642126,1.489847653,278.7917806,3.544772922,3.463796909,3.504135017,3.504209187,0.0002454132658,1.140532477,280.3308013,P10,3,pinch
4769,4499,4611.725,4610,2533.568987,4013,368938,3.538411031,3.422289943,3.48391513,3.484261753,0.0005426358638,1.59525091,278.7132104,3.558338686,3.469232442,3.508321939,3.507922174,0.0002915936432,1.048363324,280.6657551,P10,3,pinch
4726,4471,4603.4125,4604.5,2687.916297,3948,368273,3.537037037,3.438078828,3.491589574,3.493769106,0.0004129443667,1.357189407,279.3271659,3.54688172,3.462085308,3.509839318,3.511972831,0.0003014001103,1.264852771,280.7871454,P10,4,pinch
4725,4449,4605.9,4608,2809.432911,4464,368472,3.545726496,3.450582011,3.491421894,3.491794596,0.0003535128054,1.319310757,279.3137515,3.556932279,3.473023563,3.516347993,3.516295953,0.0003031977184,1.161571524,281.3078395,P10,4,pinch
4673,4497,4580.7625,4583,1727.904905,3646,366461,3.539631534,3.416285652,3.483253182,3.480248549,0.0006738532233,1.7424124,278.6602545,3.570902793,3.475295146,3.514465151,3.511929487,0.0002900100796,1.303089904,281.157212,P10,4,pinch
4719,4482,4595.1125,4594.5,2920.379589,4013,367609,3.539675768,3.431641923,3.484887243,3.484066414,0.0006533657854,1.729820764,278.7909794,3.529823028,3.456318914,3.506057551,3.506514161,0.0001934963987,1.200206508,280.4846041,P10,4,pinch
4746,4515,4619.0875,4630,3645.144146,3744,369527,3.539977852,3.437606838,3.490946415,3.490589713,0.0004591077459,1.405283253,279.2757132,3.560008666,3.468259235,3.509222556,3.509107128,0.000308472228,1.161321935,280.7378045,P10,5,pinch
4788,4526,4623.575,4626.5,2096.956329,3593,369886,3.537045061,3.404730618,3.477699423,3.480313197,0.001043677253,1.771198368,278.2159538,3.545807286,3.47641817,3.506917239,3.507108657,0.000323967095,1.206877151,280.5533791,P10,5,pinch
4725,4488,4603.7125,4605.5,2703.675791,3469,368297,3.536791839,3.41425486,3.480921166,3.480072406,0.0006657011835,1.518608839,278.4736933,3.562786635,3.456421515,3.510152647,3.5089529,0.0003731233586,1.440961582,280.8122117,P10,5,pinch
4695,4475,4608.6875,4613.5,2094.015032,3640,368695,3.537200776,3.404516553,3.468769876,3.46803755,0.000753057662,1.764269382,277.5015901,3.566499236,3.474347826,3.519858011,3.518821225,0.0004863410705,1.287814593,281.5886409,P10,5,pinch
4735,4461,4601.0125,4601,2378.290981,3807,368081,3.547091109,3.441824929,3.482284325,3.480193914,0.0005743801368,1.814693755,278.582746,3.561157387,3.474007458,3.516012289,3.515264543,0.0002997723122,1.309432926,281.2809831,P10,6,pinch
4727,4521,4610.7875,4614,2185.131487,3536,368863,3.561584841,3.40465825,3.480890516,3.479485149,0.0006762486611,1.753449024,278.4712413,3.577428387,3.476949967,3.519288879,3.516680471,0.0004924625793,1.282604552,281.5431103,P10,6,pinch
4739,4480,4601.5375,4601,2868.707437,4094,368123,3.542268944,3.432197874,3.483951331,3.482787667,0.0006869180421,1.994472921,278.7161065,3.564547624,3.477693145,3.519443716,3.518649023,0.0003870877406,1.277781922,281.5554972,P10,6,pinch
4701,4480,4600.05,4596.5,2331.567089,3672,368004,3.540505226,3.414279514,3.476527087,3.474897813,0.0006730991829,1.652312595,278.122167,3.571459648,3.483667247,3.521810184,3.520456017,0.0003842500948,1.337582708,281.7448147,P10,6,pinch
4762,4406,4554.3625,4531,7051.778323,3880,364349,3.601126126,3.442164993,3.515647817,3.515700657,0.001369695906,1.599559726,281.2518254,3.56337724,3.433333333,3.495487759,3.493091254,0.0009988302762,1.45191901,279.6390208,P10,7,pinch
4727,4348,4529.5125,4525.5,7815.113766,3511,362361,3.581942857,3.442239859,3.500068807,3.495527889,0.001042354702,1.452324434,280.0055046,3.560325848,3.453656368,3.512907687,3.513053994,0.0006826779335,1.12350199,281.032615,P10,7,pinch
4747,4417,4571.2,4560.5,4896.896203,4031,365696,3.559258442,3.440146142,3.497287898,3.491610369,0.0009677738323,1.601852699,279.7830318,3.555604492,3.465157965,3.514223332,3.513278278,0.0004472040404,1.18102133,281.1378666,P10,7,pinch
4649,4418,4534.1375,4539,3968.069462,3131,362731,3.556382746,3.45464457,3.505390687,3.505483809,0.0004498942739,1.632528712,280.431255,3.559281696,3.475801105,3.516065605,3.515170323,0.0004253470769,1.326599123,281.2852484,P10,7,pinch
4728,4409,4568.65,4565,2704.989873,4234,365492,3.559221658,3.457737321,3.499327294,3.498196488,0.0003908847394,1.443728208,279.9461836,3.535338016,3.464254192,3.50037728,3.498905877,0.0002576805703,1.298321506,280.0301824,P10,1,poke
4698,4460,4584.8,4588,2122.718987,4040,366784,3.544545657,3.453508772,3.500620424,3.500329236,0.0003754432174,1.768507872,280.0496339,3.543606557,3.465771517,3.500926856,3.500160979,0.0002823425293,1.301810484,280.0741485,P10,1,poke
4665,4445,4551.175,4549.5,2250.146203,3849,364094,3.550737398,3.45908491,3.50233497,3.502439787,0.0002812165706,1.20829026,280.1867976,3.542844523,3.439523381,3.493180745,3.489855171,0.0004877027696,1.263028841,279.4544596,P10,1,poke
4688,4454,4553.5875,4555.5,2136.928956,3714,364287,3.542486486,3.425672695,3.49595101,3.497434573,0.0004365364622,1.362796043,279.6760808,3.538228287,3.442822384,3.491210651,3.492394698,0.0002963090447,1.311489361,279.2968521,P10,1,poke
4674,4488,4574.1625,4575.5,1752.618829,3739,365933,3.538665488,3.453829322,3.498902747,3.497216189,0.0003288150752,1.449335518,279.9122197,3.543680902,3.440338379,3.503680251,3.505751063,0.000315845266,1.362656407,280.2944201,P10,2,poke
4681,4469,4577.2,4576,2050.643038,3968,366176,3.536446966,3.442776327,3.494034194,3.496847117,0.0003301390387,1.33710385,279.5227355,3.557967868,3.471773301,3.511674626,3.510350811,0.0003963617857,1.420837366,280.9339701,P10,2,poke
4660,4466,4566.3,4568.5,1741.908861,3669,365304,3.561229001,3.462079578,3.504494571,3.503630374,0.0003594710137,1.581931592,280.3595657,3.531924072,3.450153039,3.493460078,3.49454237,0.0002978049247,1.453083305,279.4768062,P10,2,poke
4633,4467,4555.7375,4553,1606.72769,3360,364459,3.551360843,3.453221536,3.497613416,3.495193812,0.0004239892889,1.698041748,279.8090733,3.533039648,3.457111597,3.498369915,3.500609647,0.0003516871343,1.2481073,279.8695932,P10,2,poke
4667,4486,4595.15,4598,1573.192405,3676,367612,3.560358,3.433838051,3.505948952,3.507693814,0.0003692051112,1.43213446,280.4759161,3.535911602,3.459916539,3.502138614,3.501410506,0.0002167277607,1.345920612,280.1710891,P10,3,poke
4675,4435,4558.2125,4555.5,2432.903639,2980,364657,3.540214771,3.450874541,3.497934302,3.498795772,0.0004423174557,1.599239902,279.8347442,3.558836395,3.464628821,3.507546674,3.505119415,0.0004082253598,1.317021957,280.6037339,P10,3,poke
4682,4476,4585.0125,4583.5,1901.025158,3707,366801,3.551181102,3.456312754,3.504645404,3.503338529,0.0004826722443,1.520959489,280.3716323,3.545690214,3.469810489,3.502471284,3.501405611,0.000193590024,1.305571031,280.1977027,P10,3,poke
4742,4496,4580.75,4583,1885.911392,4055,366460,3.540463692,3.459943244,3.504458268,3.504232109,0.0002715181249,1.104593227,280.3566614,3.527260784,3.464277959,3.500468988,3.500164586,0.0001846203636,1.185788414,280.0375191,P10,3,poke
4659,4340,4561.925,4563.5,3250.272785,3911,364954,3.557683742,3.45589821,3.501151947,3.503232451,0.0003631128642,1.557912503,280.0921557,3.561981567,3.451343021,3.49833653,3.495452945,0.0003655862169,1.441652963,279.8669224,P10,4,poke
4707,4366,4577.8375,4584.5,3067.75807,3717,366227,3.542869546,3.445916115,3.493149682,3.492615748,0.0003499442744,1.525528612,279.4519746,3.595281722,3.464427751,3.504334166,3.50131393,0.000518306977,1.377309887,280.3467333,P10,4,poke
4704,4405,4567.3125,4566,2382.015032,4218,365385,3.555032504,3.461006697,3.498098944,3.496822244,0.0003588400526,1.429075645,279.8479156,3.579146287,3.456383212,3.502620955,3.500927862,0.0003192862936,1.261184857,280.2096764,P10,4,poke
4694,4468,4574.075,4573,2373.994304,4241,365926,3.531836823,3.450323733,3.495327779,3.497532711,0.0003928975934,1.621545204,279.6262223,3.570730624,3.467585613,3.507836338,3.504824123,0.0004089824508,1.537793335,280.6269071,P10,4,poke
4682,4462,4579.25,4581,2128.620253,3915,366340,3.538865776,3.463035871,3.499862256,3.498519219,0.0002777360856,1.542203164,279.9889805,3.54117902,3.446160635,3.496650907,3.498368618,0.0002736441521,1.446844769,279.7320725,P10,5,poke
4690,4488,4581.075,4576.5,2315.285443,4364,366486,3.535913978,3.462817148,3.503330378,3.504569326,0.0002317300258,1.248163317,280.2664303,3.532473118,3.462872388,3.496564959,3.495072623,0.0002272943742,1.270472174,279.7251967,P10,5,poke
4707,4393,4575.5875,4579.5,3320.625158,4011,366047,3.591294643,3.444736842,3.506556786,3.506733348,0.000697089378,1.454554806,280.5245429,3.553333333,3.461792557,3.504439155,3.500437159,0.0002934725154,1.351990696,280.3551324,P10,5,poke
4710,4427,4573.25,4568,2707.78481,4002,365860,3.570856507,3.457847238,3.507313775,3.508494724,0.0005361298949,1.4743139,280.585102,3.530362604,3.423732566,3.484899931,3.487818556,0.0005234170155,1.23633691,278.7919945,P10,5,poke
4677,4496,4595.1,4594.5,1767.762025,3378,367608,3.540386304,3.450910706,3.500045868,3.501031252,0.0003498128023,1.777983758,280.0036694,3.537739965,3.459094865,3.498912183,3.497546838,0.0002442642344,1.245847604,279.9129746,P10,6,poke
4677,4461,4579.8125,4580,1947.496044,3745,366385,3.56251359,3.446266724,3.50079197,3.5006613,0.0005049481181,1.790337258,280.0633576,3.53359426,3.455626514,3.495349981,3.495509526,0.0002370389837,1.181358767,279.6279985,P10,6,poke
4708,4486,4579.7375,4581.5,1883.411234,3718,366379,3.539592016,3.455698972,3.497804047,3.499062178,0.0002616694884,1.27516162,279.8243238,3.540958606,3.479395002,3.503012928,3.502771528,0.0001876375921,0.9107817495,280.2410342,P10,6,poke
4652,4408,4567.5875,4573.5,2239.460601,3868,365407,3.561667758,3.446896853,3.496554075,3.496720568,0.0004278704459,1.556861442,279.724326,3.522108473,3.448893805,3.491638688,3.492639971,0.0002427738932,1.439303489,279.331095,P10,6,poke
4714,4453,4586.775,4589,2451.290506,4442,366942,3.555432862,3.466040154,3.505749454,3.503973539,0.0003064031881,1.463843692,280.4599563,3.54279476,3.451850249,3.497915304,3.49883885,0.0002805619797,1.442448926,279.8332243,P10,7,poke
4713,4475,4592.4625,4592,1899.821361,4336,367397,3.561859044,3.458168208,3.505352976,3.505690473,0.0004296468521,1.666620397,280.4282381,3.529770992,3.458476764,3.501103283,3.503858085,0.0002480085896,1.401517635,280.0882627,P10,7,poke
4701,4489,4588.6875,4591.5,1678.16693,3876,367095,3.551625659,3.462906725,3.507621257,3.507366485,0.0003915988213,1.753561349,280.6097006,3.536944745,3.457381371,3.501003744,3.501678737,0.0002624759248,1.442283656,280.0802995,P10,7,poke
4719,4441,4582.8125,4584.5,2067.977057,3802,366625,3.547556719,3.46783247,3.509633449,3.512393834,0.0003271954012,1.507081203,280.7706759,3.551234433,3.445866782,3.499244593,3.499945235,0.000352826502,1.735147379,279.9395675,P10,7,poke
4680,4464,4590.4875,4597,1778.101108,3685,367239,3.553783143,3.451992162,3.507158385,3.508647742,0.0004270357934,1.725032867,280.5726708,3.54883414,3.464881475,3.499073779,3.498415227,0.0002772756675,1.323006991,279.9259023,P10,1,rub
4713,4520,4591.025,4590.5,1812.961392,4306,367282,3.561112309,3.475480665,3.510314044,3.508252316,0.0003484427016,1.684571866,280.8251235,3.539207048,3.466970882,3.500447112,3.501361336,0.0002416111071,1.246597268,280.035769,P10,1,rub
4714,4493,4595.2625,4594.5,1926.651741,3967,367621,3.552492281,3.470272591,3.510507376,3.51173425,0.0002821629744,1.443919331,280.8405901,3.549870466,3.458030403,3.504623388,3.504621066,0.0002937199024,1.287313302,280.3698711,P10,1,rub
4692,4494,4592.6625,4594,1868.403639,3953,367413,3.542309387,3.463522151,3.506031536,3.509441033,0.0002862831062,1.39783736,280.4825228,3.538378144,3.451131122,3.502449441,3.504816776,0.0003922381186,1.587235842,280.1959553,P10,1,rub
4683,4481,4570.7375,4565,1943.234019,3761,365659,3.548153034,3.464659406,3.501106548,3.501883722,0.0002926021837,1.526625351,280.0885238,3.54970633,3.455364996,3.508380885,3.508794917,0.0003947647929,1.10285002,280.6704708,P10,2,rub
4729,4454,4586.0375,4592,2880.973259,4011,366883,3.528552746,3.445113788,3.497501153,3.498769273,0.0002985809773,1.434883071,279.8000922,3.550325039,3.446447508,3.506387927,3.50788924,0.0005178126229,1.442498716,280.5110341,P10,2,rub
4688,4441,4580.9875,4579.5,2996.063133,4521,366479,3.560991809,3.449145112,3.504274413,3.505833311,0.0004363137834,1.632707589,280.341953,3.549724366,3.457768053,3.503099249,3.500921711,0.0003538854567,1.172922222,280.2479399,P10,2,rub
4707,4484,4585.5125,4585,2708.22769,3335,366841,3.554940186,3.457524795,3.505066285,3.503555622,0.0004352661803,1.787642318,280.4053028,3.556220607,3.453967558,3.5024044,3.505033579,0.000399290023,1.449167447,280.192352,P10,2,rub
4683,4301,4503.7625,4504,5409.347943,4358,360301,3.54398727,3.443945181,3.506199924,3.507407749,0.0004795484798,1.594720689,280.4959939,3.600137018,3.404079762,3.504252168,3.512162313,0.002939002689,1.386578981,280.3401735,P10,3,rub
4707,4363,4529.5625,4532.5,6380.578323,4496,362365,3.566545123,3.457523477,3.510145446,3.509507187,0.000524988474,1.755446744,280.8116357,3.61269196,3.379784552,3.47790535,3.467698106,0.002850807454,1.323921994,278.232428,P10,3,rub
4722,4411,4562.45,4570.5,5011.212658,3606,364996,3.569392677,3.464596003,3.510986983,3.509345999,0.0004358680661,1.529346276,280.8789587,3.556332063,3.377027027,3.483819135,3.492437555,0.001769461805,1.238311142,278.7055308,P10,3,rub
4707,4364,4541.4125,4532.5,4306.473259,3911,363313,3.542882405,3.434753662,3.506939212,3.509413206,0.0004028586628,1.723874988,280.5551369,3.582714382,3.412305671,3.493347416,3.489819972,0.001959158148,1.731591697,279.4677933,P10,3,rub
4724,4460,4586.6375,4584,2317.094778,4045,366931,3.543336237,3.447820343,3.502318286,3.504788404,0.0003094928693,1.317698852,280.1854629,3.577523642,3.461072664,3.506358438,3.506730125,0.0004672301157,1.269896491,280.5086751,P10,4,rub
4682,4494,4596.9625,4595.5,1520.365665,3135,367757,3.534817725,3.446826944,3.494755211,3.493906705,0.0003639387913,1.750496738,279.5804169,3.536522301,3.440747102,3.49843715,3.500002766,0.0004336057642,1.508527145,279.874972,P10,4,rub
4712,4478,4588.875,4593.5,2212.262658,4123,367110,3.544964417,3.441086957,3.496318582,3.499945214,0.0004409657016,1.583558786,279.7054866,3.536479758,3.454268293,3.495810067,3.496100335,0.0004379882832,1.378355451,279.6648053,P10,4,rub
4728,4489,4585.3625,4587.5,2792.411234,3867,366829,3.534796099,3.435954556,3.498394491,3.498849347,0.0003792909252,1.649607479,279.8715593,3.563743713,3.426512968,3.499936923,3.502716384,0.0006838190078,1.272132185,279.9949539,P10,4,rub
4672,4361,4485.6125,4469,5927.404905,3915,358849,3.556480648,3.461794758,3.508494943,3.510657726,0.0004110570031,1.488355667,280.6795955,3.600677201,3.410373264,3.47911629,3.468574143,0.002208782722,1.389274269,278.3293032,P10,5,rub
4724,4377,4528.8875,4529.5,5204.65807,4301,362311,3.554112554,3.457413945,3.50614216,3.506176675,0.0003493982646,1.549856153,280.4913728,3.57571048,3.423770309,3.497151582,3.49895462,0.0012606343,1.160291594,279.7721266,P10,5,rub
4668,4385,4542.7,4542,3897.858228,4421,363416,3.55837897,3.466062348,3.509193708,3.507780452,0.0004125365533,1.668709909,280.7354966,3.530188271,3.420157068,3.479149933,3.479777307,0.0005710639519,1.526028089,278.3319947,P10,5,rub
4693,4394,4547.15,4558.5,3929.597468,4183,363772,3.540195016,3.458922261,3.5040703,3.505895601,0.0003492497679,1.672175128,280.325624,3.560826986,3.429406475,3.493125089,3.492518863,0.0007350346514,1.154644233,279.4500071,P10,5,rub
4659,4379,4539.325,4545,2942.981646,3988,363146,3.549335657,3.431571966,3.496372631,3.496712485,0.0005755812492,1.722753875,279.7098105,3.61589404,3.450190284,3.501330245,3.497865699,0.0009018891866,1.487533752,280.1064196,P10,6,rub
4692,4411,4570.95,4568,3356.174684,4184,365676,3.551546392,3.460165433,3.501786424,3.500657009,0.0003834069602,1.505707046,280.1429139,3.567398119,3.426975945,3.507053971,3.519990303,0.001102806646,1.426497318,280.5643177,P10,6,rub
4682,4417,4554.5375,4552.5,3581.669462,3506,364363,3.55989411,3.449900903,3.500440625,3.497758982,0.0004212140502,1.822617919,280.03525,3.576923077,3.430431951,3.513559262,3.516704537,0.001224475169,1.500196332,281.0847409,P10,6,rub
4693,4418,4552.85,4555.5,3333.040506,3807,364228,3.553661202,3.441183061,3.501446696,3.500220167,0.0004159627415,1.549604147,280.1157356,3.599821747,3.428232759,3.511813126,3.505824285,0.00113825363,1.437199046,280.9450501,P10,6,rub
4666,4334,4502.1125,4501.5,5653.79731,3791,360169,3.564633341,3.447333035,3.50787068,3.50943575,0.0005276349507,1.637494353,280.6296544,3.586128223,3.384888889,3.474470081,3.463611944,0.002629000083,1.492069125,277.9576065,P10,7,rub
4757,4390,4559.6875,4549,5411.534019,3363,364775,3.546776644,3.439352533,3.496436123,3.494854216,0.0005049707413,1.634984784,279.7148899,3.603915663,3.426741914,3.501981095,3.486591293,0.001877988217,1.457336965,280.1584876,P10,7,rub
4764,4466,4584.525,4582.5,3648.581646,3927,366762,3.538696983,3.454565457,3.500841134,3.498693829,0.0003330746862,1.554685293,280.0672907,3.575026681,3.449823944,3.506596013,3.508904202,0.001186798163,1.223513583,280.5276811,P10,7,rub
4716,4393,4553.55,4549.5,4929.440506,4569,364284,3.557127072,3.438377193,3.496657466,3.495880246,0.0006242294972,1.746619815,279.7325973,3.586059102,3.421075269,3.50185963,3.507300154,0.001406593925,1.348485173,280.1487704,P10,7,rub
4720,4472,4578.9375,4583.5,2016.084652,4034,366315,3.562390925,3.474037213,3.509190947,3.509203289,0.0003655584641,1.401313059,280.7352758,3.523728814,3.46216098,3.495397851,3.495597617,0.0001638386249,1.065881452,279.631828,P10,8,rub
