"filename","condition","subject","gesture","count"
"shearx_P4_poke_4_FLAT.csv","flat","P4","poke","4"
"shearx_P4_poke_5_FLAT.csv","flat","P4","poke","5"
"shearx_P4_poke_6_FLAT.csv","flat","P4","poke","6"
"shearx_P4_poke_7_FLAT.csv","flat","P4","poke","7"
"shearx_P4_poke_8_FLAT.csv","flat","P4","poke","8"
"shearx_P4_rub_1_FLAT.csv","flat","P4","rub","1"
"shearx_P4_rub_2_FLAT.csv","flat","P4","rub","2"
"shearx_P4_rub_3_FLAT.csv","flat","P4","rub","3"
"shearx_P4_rub_4_FLAT.csv","flat","P4","rub","4"
"shearx_P4_rub_5_FLAT.csv","flat","P4","rub","5"
"shearx_P4_rub_6_FLAT.csv","flat","P4","rub","6"
"shearx_P4_rub_7_FLAT.csv","flat","P4","rub","7"
"shearx_P4_rub_8_FLAT.csv","flat","P4","rub","8"
"shearx_P4_scratch_1_FLAT.csv","flat","P4","scratch","1"
"shearx_P4_scratch_2_FLAT.csv","flat","P4","scratch","2"
"shearx_P4_scratch_3_FLAT.csv","flat","P4","scratch","3"
"shearx_P4_scratch_4_FLAT.csv","flat","P4","scratch","4"
"shearx_P4_scratch_5_FLAT.csv","flat","P4","scratch","5"
"shearx_P4_scratch_6_FLAT.csv","flat","P4","scratch","6"
"shearx_P4_scratch_7_FLAT.csv","flat","P4","scratch","7"
"shearx_P4_stroke_1_FLAT.csv","flat","P4","stroke","1"
"shearx_P4_stroke_2_FLAT.csv","flat","P4","stroke","2"
"shearx_P4_stroke_3_FLAT.csv","flat","P4","stroke","3"
"shearx_P4_stroke_4_FLAT.csv","flat","P4","stroke","4"
"shearx_P4_stroke_5_FLAT.csv","flat","P4","stroke","5"
"shearx_P4_stroke_6_FLAT.csv","flat","P4","stroke","6"
"shearx_P4_stroke_7_FLAT.csv","flat","P4","stroke","7"
"shearx_P4_stroke_8_FLAT.csv","flat","P4","stroke","8"
"shearx_P4_tap_1_FLAT.csv","flat","P4","tap","1"
"shearx_P4_tap_2_FLAT.csv","flat","P4","tap","2"
"shearx_P4_tap_3_FLAT.csv","flat","P4","tap","3"
"shearx_P4_tap_4_FLAT.csv","flat","P4","tap","4"
"shearx_P4_tap_5_FLAT.csv","flat","P4","tap","5"
"shearx_P4_tap_6_FLAT.csv","flat","P4","tap","6"
"shearx_P4_tap_7_FLAT.csv","flat","P4","tap","7"
